node,status,block_height,peer_count
node01,running,392,2
node02,running,392,2
node03,running,393,2
node04,running,393,2
node05,running,393,1
node06,running,393,1
node07,running,393,1
node08,running,393,1
node09,running,393,4
node10,running,393,6
node11,running,393,6
node12,running,393,6
node13,running,393,6
node14,running,393,6
node15,running,393,6
node16,running,393,4
node17,running,393,3
node18,running,393,5
node19,running,393,5
node20,running,393,5
node21,running,393,5
node22,running,394,5
node23,running,394,5
node24,running,394,5
node25,running,394,4
node26,running,394,4
node27,running,394,4
node28,running,394,4
node29,running,394,4
node30,running,394,4
node31,running,394,4
node32,running,394,4
node33,running,394,4
node34,running,394,4
node35,running,394,4
node36,running,394,4
node37,running,394,4
node38,running,394,4
node39,running,395,4
node40,running,395,4
node41,running,395,4
node42,running,395,4
node43,running,395,4
node44,running,395,4
node45,running,395,4
node46,running,395,4
node47,running,395,4
node48,running,395,4
node49,running,395,4
node50,running,395,4
node51,running,395,4
node52,running,395,4
node53,running,395,4
node54,running,395,4
node55,running,395,4
node56,running,395,4
node57,running,395,4
node58,running,395,4
node59,running,395,4
node60,running,396,4
node61,running,396,4
node62,running,396,4
node63,running,396,4
node64,running,396,2
