run_id,timestamp,tx_rate,crash_fraction,crash_duration_s,latency_ms,loss_pct,seed,node_count,total_transactions,mean_latency,median_latency,p95_latency,p99_latency,max_latency,min_latency,std_latency,throughput_tpm
20250906T090020Z,2025-09-08T11:31:43.840147+00:00,10.0,0.25,300.0,200.0,5.0,43.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:31:45.520129+00:00,10.0,0.25,300.0,200.0,10.0,42.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:31:47.204391+00:00,10.0,0.25,300.0,200.0,10.0,43.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:31:48.993005+00:00,10.0,0.25,300.0,500.0,0.0,42.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:31:50.676336+00:00,10.0,0.25,300.0,500.0,0.0,43.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:31:52.348997+00:00,10.0,0.25,300.0,500.0,1.0,42.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:31:54.036614+00:00,10.0,0.25,300.0,500.0,1.0,43.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:31:55.717556+00:00,10.0,0.25,300.0,500.0,2.0,42.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:31:57.410126+00:00,10.0,0.25,300.0,500.0,2.0,43.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:31:59.079062+00:00,10.0,0.25,300.0,500.0,5.0,42.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:32:00.779839+00:00,10.0,0.25,300.0,500.0,5.0,43.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:32:02.456123+00:00,10.0,0.25,300.0,500.0,10.0,42.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:32:04.138159+00:00,10.0,0.25,300.0,500.0,10.0,43.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:32:10.817564+00:00,1.0,0.25,300.0,100.0,2.0,42.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:32:12.520142+00:00,1.0,0.25,300.0,100.0,2.0,43.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:32:14.219215+00:00,5.0,0.25,300.0,100.0,2.0,42.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:32:15.911650+00:00,5.0,0.25,300.0,100.0,2.0,43.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:32:17.725202+00:00,10.0,0.25,300.0,100.0,2.0,42.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:32:19.416765+00:00,10.0,0.25,300.0,100.0,2.0,43.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:32:21.136719+00:00,20.0,0.25,300.0,100.0,2.0,42.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:32:22.848627+00:00,20.0,0.25,300.0,100.0,2.0,43.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:32:24.559554+00:00,50.0,0.25,300.0,100.0,2.0,42.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:32:26.257783+00:00,50.0,0.25,300.0,100.0,2.0,43.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:32:27.953443+00:00,100.0,0.25,300.0,100.0,2.0,42.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250906T090020Z,2025-09-08T11:32:29.646234+00:00,100.0,0.25,300.0,100.0,2.0,43.0,32.0,452,4.603575221238938,4.6274999999999995,9.47745,10.98676,12.93,-0.951,3.157195662816808,47.91519434628975
20250908T114044Z,2025-09-08T11:59:54.298574+00:00,,,,,,,,664,4.350846385542169,4.432,9.179649999999999,10.421140000000001,12.601,-0.963,3.1471452457880718,36.82070240295748
20250908T122110Z,2025-09-08T12:33:05.632363+00:00,,,,,,,,378,4.522293650793651,4.593,9.4534,10.655210000000002,11.997,-0.849,3.2276001795212372,34.46808510638298
