node,status,block_height,peer_count
node01,running,375,2
node02,running,375,2
node03,running,376,2
node04,running,376,2
node05,running,376,1
node06,running,376,1
node07,running,376,1
node08,running,376,1
node09,running,376,4
node10,running,376,6
node11,running,376,6
node12,running,376,6
node13,running,376,6
node14,running,376,6
node15,running,376,6
node16,running,376,4
node17,running,376,3
node18,running,376,5
node19,running,377,5
node20,running,377,5
node21,running,377,5
node22,running,377,5
node23,running,377,5
node24,running,377,5
node25,running,377,4
node26,running,377,4
node27,running,377,4
node28,running,377,4
node29,running,377,4
node30,running,377,4
node31,running,377,4
node32,running,377,4
node33,running,377,4
node34,running,378,4
node35,running,378,4
node36,running,378,4
node37,running,378,4
node38,running,378,4
node39,running,378,4
node40,running,378,4
node41,running,378,4
node42,running,378,4
node43,running,378,4
node44,running,378,4
node45,running,378,4
node46,running,378,4
node47,running,378,4
node48,running,378,4
node49,running,378,4
node50,running,378,4
node51,running,379,4
node52,running,379,4
node53,running,379,4
node54,running,379,4
node55,running,379,4
node56,running,379,4
node57,running,379,4
node58,running,379,4
node59,running,379,4
node60,running,379,4
node61,running,379,4
node62,running,379,4
node63,running,379,4
node64,running,379,2
